frequency_THz_declared,omega_J_legacy,phdos_returned_in_legacy_states_per_THz
1.900000000000000133e+00,1.258953328499999956e-21,2.990271302083334116e-03
1.905000000000000027e+00,1.262266363574999860e-21,3.016953719512193918e-03
1.910000000000000142e+00,1.265579398649999951e-21,3.043815193832599339e-03
1.915000000000000036e+00,1.268892433724999854e-21,3.070746475609754771e-03
1.919999999999999929e+00,1.272205468799999946e-21,3.097744569230770090e-03
1.925000000000000044e+00,1.275518503874999849e-21,3.124002146341463542e-03
1.929999999999999938e+00,1.278831538949999941e-21,3.150395146757679204e-03
1.935000000000000053e+00,1.282144574025000032e-21,3.176998189024391513e-03
1.939999999999999947e+00,1.285457609099999935e-21,3.203707219512194962e-03
1.945000000000000062e+00,1.288770644175000027e-21,3.230574225609756951e-03
1.949999999999999956e+00,1.292083679249999930e-21,3.257600207317073917e-03
1.955000000000000071e+00,1.295396714325000022e-21,3.284885426829269386e-03
1.959999999999999964e+00,1.298709749399999925e-21,3.312901365853658606e-03
1.965000000000000080e+00,1.302022784475000017e-21,3.341588634146342579e-03
1.969999999999999973e+00,1.305335819549999920e-21,3.370996926829268082e-03
1.975000000000000089e+00,1.308648854625000011e-21,3.401124853658537249e-03
1.979999999999999982e+00,1.311961889699999915e-21,3.431974024390244127e-03
1.985000000000000098e+00,1.315274924775000006e-21,3.463607012195122573e-03
1.989999999999999991e+00,1.318587959849999910e-21,3.494240036585365399e-03
1.995000000000000107e+00,1.321900994925000001e-21,3.524744335365854672e-03
2.000000000000000000e+00,1.325214029999999904e-21,3.555575057368942551e-03
2.004999999999999893e+00,1.328527065074999808e-21,3.586732640243900892e-03
2.010000000000000231e+00,1.331840100150000087e-21,3.618280404721755869e-03
2.015000000000000124e+00,1.335153135224999991e-21,3.650092634146341521e-03
2.020000000000000018e+00,1.338466170299999894e-21,3.682229794226498341e-03
2.024999999999999911e+00,1.341779205374999797e-21,3.714694804878048914e-03
2.030000000000000249e+00,1.345092240450000077e-21,3.747478854881268039e-03
2.035000000000000142e+00,1.348405275524999980e-21,3.780639939024392233e-03
2.040000000000000036e+00,1.351718310599999884e-21,3.814040579268291632e-03
2.044999999999999929e+00,1.355031345674999787e-21,3.847747878048779838e-03
2.049999999999999822e+00,1.358344380749999690e-21,3.881761835365851645e-03
2.055000000000000160e+00,1.361657415824999970e-21,3.916082896341463275e-03
2.060000000000000053e+00,1.364970450899999873e-21,3.950780268292682432e-03
2.064999999999999947e+00,1.368283485974999777e-21,3.985714804878047468e-03
2.069999999999999840e+00,1.371596521049999868e-21,4.022169780487806247e-03
2.075000000000000178e+00,1.374909556124999960e-21,4.060501414634144941e-03
2.080000000000000071e+00,1.378222591199999863e-21,4.099134609756097981e-03
2.084999999999999964e+00,1.381535626274999954e-21,4.138109524390243960e-03
2.089999999999999858e+00,1.384848661349999858e-21,4.177083274390243871e-03
2.095000000000000195e+00,1.388161696424999949e-21,4.216254999999998615e-03
2.100000000000000089e+00,1.391474731500000041e-21,4.256677715362865676e-03
2.104999999999999982e+00,1.394787766574999944e-21,4.297783713414636726e-03
2.109999999999999876e+00,1.398100801649999847e-21,4.339647786407764725e-03
2.115000000000000213e+00,1.401413836725000127e-21,4.382100963414638749e-03
2.120000000000000107e+00,1.404726871800000030e-21,4.425107298358316524e-03
2.125000000000000000e+00,1.408039906874999934e-21,4.468578975609757004e-03
2.129999999999999893e+00,1.411352941949999837e-21,4.512511943805872297e-03
2.135000000000000231e+00,1.414665977025000117e-21,4.556999987804881240e-03
2.140000000000000124e+00,1.417979012100000020e-21,4.601862298780488164e-03
2.145000000000000018e+00,1.421292047174999923e-21,4.647187603658536892e-03
2.149999999999999911e+00,1.424605082249999827e-21,4.692977542682928195e-03
2.155000000000000249e+00,1.427918117325000106e-21,4.739230115853659657e-03
2.160000000000000142e+00,1.431231152400000010e-21,4.785979585365856583e-03
2.165000000000000036e+00,1.434544187474999913e-21,4.831527731707316656e-03
2.169999999999999929e+00,1.437857222549999816e-21,4.876359951219511393e-03
2.175000000000000266e+00,1.441170257625000096e-21,4.919788951219515073e-03
2.180000000000000160e+00,1.444483292699999999e-21,4.961355853658536846e-03
2.185000000000000053e+00,1.447796327774999903e-21,5.002296932926831100e-03
2.189999999999999947e+00,1.451109362849999806e-21,5.042450201219510209e-03
2.194999999999999840e+00,1.454422397924999709e-21,5.081898225609755328e-03
2.200000000000000178e+00,1.457735432999999989e-21,5.121956152115212345e-03
2.205000000000000071e+00,1.461048468074999892e-21,5.162640766871165986e-03
2.209999999999999964e+00,1.464361503149999796e-21,5.203661331259717623e-03
2.214999999999999858e+00,1.467674538224999887e-21,5.244869182926829160e-03
2.220000000000000195e+00,1.470987573299999978e-21,5.286341256374913443e-03
2.225000000000000089e+00,1.474300608374999882e-21,5.328073560975609725e-03
2.229999999999999982e+00,1.477613643449999973e-21,5.372738400990100666e-03
2.234999999999999876e+00,1.480926678524999877e-21,5.418400378048780081e-03
2.240000000000000213e+00,1.484239713599999968e-21,5.464319847560977599e-03
2.245000000000000107e+00,1.487552748674999871e-21,5.510560823170730649e-03
2.250000000000000000e+00,1.490865783749999963e-21,5.557123945121951805e-03
2.254999999999999893e+00,1.494178818824999866e-21,5.604060736196316700e-03
2.260000000000000231e+00,1.497491853899999958e-21,5.651308341463416422e-03
2.265000000000000124e+00,1.500804888975000049e-21,5.698836536585369546e-03
2.270000000000000018e+00,1.504117924049999953e-21,5.746686170731709134e-03
2.274999999999999911e+00,1.507430959124999856e-21,5.794857609756098524e-03
2.280000000000000249e+00,1.510743994200000135e-21,5.843428944785279862e-03
2.285000000000000142e+00,1.514057029275000039e-21,5.892262804878051902e-03
2.290000000000000036e+00,1.517370064349999942e-21,5.941399408536584756e-03
2.294999999999999929e+00,1.520683099424999846e-21,5.992008018292681662e-03
2.300000000000000266e+00,1.523996134500000125e-21,6.045368344530578295e-03
2.305000000000000160e+00,1.527309169575000028e-21,6.101618231707321358e-03
2.310000000000000053e+00,1.530622204649999932e-21,6.160349470059878034e-03
2.314999999999999947e+00,1.533935239724999835e-21,6.215873121951218452e-03
2.319999999999999840e+00,1.537248274799999739e-21,6.271642125916053641e-03
2.325000000000000178e+00,1.540561309875000018e-21,6.327902329268293886e-03
2.330000000000000071e+00,1.543874344949999921e-21,6.384763176829269873e-03
2.334999999999999964e+00,1.547187380024999825e-21,6.440673067073168258e-03
2.339999999999999858e+00,1.550500415099999728e-21,6.496048341463413027e-03
2.345000000000000195e+00,1.553813450175000008e-21,6.551891804878050285e-03
2.350000000000000089e+00,1.557126485249999911e-21,6.608204591463415906e-03
2.354999999999999982e+00,1.560439520324999814e-21,6.665099682926828653e-03
2.359999999999999876e+00,1.563752555399999718e-21,6.722349902439021807e-03
2.365000000000000213e+00,1.567065590474999997e-21,6.780068853658539896e-03
2.370000000000000107e+00,1.570378625549999901e-21,6.838233195121949833e-03
2.375000000000000000e+00,1.573691660624999804e-21,6.896480682926827907e-03
2.379999999999999893e+00,1.577004695699999896e-21,6.954768115853656590e-03
2.385000000000000231e+00,1.580317730774999987e-21,7.012862914634150450e-03
2.390000000000000124e+00,1.583630765849999890e-21,7.070913164634142975e-03
2.395000000000000018e+00,1.586943800924999982e-21,7.129246426829270386e-03
2.399999999999999911e+00,1.590256835999999885e-21,7.189562640792734882e-03
2.405000000000000249e+00,1.593569871074999977e-21,7.252929536585367258e-03
2.410000000000000142e+00,1.596882906150000068e-21,7.318716844155848805e-03
2.415000000000000036e+00,1.600195941224999971e-21,7.387148707317072599e-03
2.419999999999999929e+00,1.603508976299999875e-21,7.458326838813669930e-03
2.425000000000000266e+00,1.606822011375000154e-21,7.531767804878052204e-03
2.430000000000000160e+00,1.610135046450000058e-21,7.606544432926833944e-03
2.435000000000000053e+00,1.613448081524999961e-21,7.682198274390246093e-03
2.439999999999999947e+00,1.616761116599999864e-21,7.758598993902438012e-03
2.444999999999999840e+00,1.620074151674999768e-21,7.834558103658535028e-03
2.450000000000000178e+00,1.623387186750000047e-21,7.907088402439026165e-03
2.455000000000000071e+00,1.626700221824999951e-21,7.977623829268296052e-03
2.459999999999999964e+00,1.630013256899999854e-21,8.048460585365849879e-03
2.464999999999999858e+00,1.633326291974999758e-21,8.119320097560974239e-03
2.470000000000000195e+00,1.636639327050000037e-21,8.190645121951225030e-03
2.475000000000000089e+00,1.639952362124999940e-21,8.262397609756099229e-03
2.479999999999999982e+00,1.643265397199999844e-21,8.334723073170732105e-03
2.484999999999999876e+00,1.646578432274999747e-21,8.407332378048776311e-03
2.490000000000000213e+00,1.649891467350000027e-21,8.480369146341466477e-03
2.495000000000000107e+00,1.653204502424999930e-21,8.553804658536584560e-03
2.500000000000000000e+00,1.656517537499999833e-21,8.627340954004759574e-03
2.504999999999999893e+00,1.659830572574999737e-21,8.701039280487798608e-03
2.510000000000000231e+00,1.663143607650000016e-21,8.774607105849586280e-03
2.515000000000000124e+00,1.666456642724999920e-21,8.848180170731707178e-03
2.520000000000000018e+00,1.669769677799999823e-21,8.921731550281072898e-03
2.524999999999999911e+00,1.673082712874999726e-21,8.995302680981592455e-03
2.530000000000000249e+00,1.676395747950000006e-21,9.068924000000002511e-03
2.535000000000000142e+00,1.679708783024999909e-21,9.142415841463418999e-03
2.540000000000000036e+00,1.683021818099999813e-21,9.215900365853653756e-03
2.544999999999999929e+00,1.686334853174999904e-21,9.289358847560977295e-03
2.550000000000000266e+00,1.689647888249999996e-21,9.362754773006135706e-03
2.555000000000000160e+00,1.692960923324999899e-21,9.436239975609756955e-03
2.560000000000000053e+00,1.696273958399999802e-21,9.509946512195119675e-03
2.564999999999999947e+00,1.699586993474999894e-21,9.583952951219510893e-03
2.569999999999999840e+00,1.702900028549999609e-21,9.660070365853657900e-03
2.575000000000000178e+00,1.706213063625000077e-21,9.743277361963193633e-03
2.580000000000000071e+00,1.709526098699999792e-21,9.831894536585363692e-03
2.584999999999999964e+00,1.712839133774999883e-21,9.915174804878050183e-03
2.589999999999999858e+00,1.716152168849999599e-21,1.000132756097560534e-02
2.595000000000000195e+00,1.719465203925000066e-21,1.009051512195121778e-02
2.600000000000000089e+00,1.722778238999999782e-21,1.018112502649507270e-02
2.604999999999999982e+00,1.726091274074999873e-21,1.027313524390243739e-02
2.609999999999999876e+00,1.729404309149999965e-21,1.036682892328398553e-02
2.615000000000000213e+00,1.732717344225000056e-21,1.046174329268293249e-02
2.620000000000000107e+00,1.736030379299999771e-21,1.055780743902438867e-02
2.625000000000000000e+00,1.739343414374999863e-21,1.065455945121951582e-02
2.629999999999999893e+00,1.742656449449999954e-21,1.075140524390243504e-02
2.635000000000000231e+00,1.745969484525000046e-21,1.084852981707317907e-02
2.640000000000000124e+00,1.749282519600000137e-21,1.094593317073171666e-02
2.645000000000000018e+00,1.752595554674999852e-21,1.104497975609755947e-02
2.649999999999999911e+00,1.755908589749999944e-21,1.114618000000000379e-02
2.655000000000000249e+00,1.759221624825000035e-21,1.125252219512195943e-02
2.660000000000000142e+00,1.762534659900000127e-21,1.136818195121952653e-02
2.665000000000000036e+00,1.765847694974999842e-21,1.148510804878048047e-02
2.669999999999999929e+00,1.769160730049999933e-21,1.160198292682926985e-02
2.675000000000000266e+00,1.772473765125000025e-21,1.171726237804878584e-02
2.680000000000000160e+00,1.775786800200000116e-21,1.183225810975610699e-02
2.685000000000000053e+00,1.779099835274999832e-21,1.194448365853658690e-02
2.689999999999999947e+00,1.782412870349999923e-21,1.205047628048780926e-02
2.694999999999999840e+00,1.785725905424999638e-21,1.215510878048780240e-02
2.700000000000000178e+00,1.789038940500000106e-21,1.225906531728665483e-02
2.705000000000000071e+00,1.792351975574999821e-21,1.236295987804877580e-02
2.709999999999999964e+00,1.795665010649999913e-21,1.246692828125000284e-02
2.714999999999999858e+00,1.798978045724999628e-21,1.257073182926828590e-02
2.720000000000000195e+00,1.802291080800000096e-21,1.267434841463414667e-02
2.725000000000000089e+00,1.805604115874999811e-21,1.277802152439024529e-02
2.729999999999999982e+00,1.808917150949999902e-21,1.288159317073170849e-02
2.734999999999999876e+00,1.812230186024999618e-21,1.298534689024389080e-02
2.740000000000000213e+00,1.815543221100000085e-21,1.308959323170732179e-02
2.745000000000000107e+00,1.818856256174999801e-21,1.319476603658536334e-02
2.750000000000000000e+00,1.822169291249999892e-21,1.330108634146341846e-02
2.754999999999999893e+00,1.825482326324999983e-21,1.340812999999999727e-02
2.760000000000000231e+00,1.828795361400000075e-21,1.351560902439024985e-02
2.765000000000000124e+00,1.832108396474999790e-21,1.362154048780487951e-02
2.770000000000000018e+00,1.835421431549999882e-21,1.372803731707316829e-02
2.774999999999999911e+00,1.838734466624999973e-21,1.383551024390244216e-02
2.780000000000000249e+00,1.842047501700000065e-21,1.394429243902439892e-02
2.785000000000000142e+00,1.845360536774999780e-21,1.405491652439024367e-02
2.790000000000000036e+00,1.848673571849999871e-21,1.416623609756096844e-02
2.794999999999999929e+00,1.851986606924999963e-21,1.427950420731708379e-02
2.800000000000000266e+00,1.855299642000000054e-21,1.440396990851513549e-02
2.805000000000000160e+00,1.858612677075000146e-21,1.453189158536586333e-02
2.810000000000000053e+00,1.861925712149999861e-21,1.465555751576292851e-02
2.814999999999999947e+00,1.865238747224999952e-21,1.478072597560976288e-02
2.819999999999999840e+00,1.868551782299999668e-21,1.490704475609755907e-02
2.825000000000000178e+00,1.871864817375000135e-21,1.503474481707317567e-02
2.830000000000000071e+00,1.875177852449999851e-21,1.516330914634146827e-02
2.834999999999999964e+00,1.878490887524999942e-21,1.529301274390243957e-02
2.839999999999999858e+00,1.881803922599999657e-21,1.542341859756096722e-02
2.845000000000000195e+00,1.885116957675000125e-21,1.555352914634147536e-02
2.850000000000000089e+00,1.888429992749999840e-21,1.568437439024390756e-02
2.854999999999999982e+00,1.891743027824999932e-21,1.581608634146342007e-02
2.859999999999999876e+00,1.895056062899999647e-21,1.594872536585364292e-02
2.865000000000000213e+00,1.898369097975000115e-21,1.608230951219513302e-02
2.870000000000000107e+00,1.901682133049999830e-21,1.622901682926828834e-02
2.875000000000000000e+00,1.904995168124999921e-21,1.637859896341463742e-02
2.879999999999999893e+00,1.908308203199999637e-21,1.652743749999998138e-02
2.885000000000000231e+00,1.911621238275000104e-21,1.667612310975611495e-02
2.890000000000000124e+00,1.914934273349999819e-21,1.682350445121950575e-02
2.895000000000000018e+00,1.918247308424999911e-21,1.696511768292682798e-02
2.899999999999999911e+00,1.921560343499999626e-21,1.710299730795376144e-02
2.905000000000000249e+00,1.924873378575000094e-21,1.724257000000001261e-02
2.910000000000000142e+00,1.928186413649999809e-21,1.738278112469437628e-02
2.915000000000000036e+00,1.931499448724999901e-21,1.752363499999999227e-02
2.919999999999999929e+00,1.934812483799999992e-21,1.766518564417178874e-02
2.925000000000000266e+00,1.938125518875000083e-21,1.780753762195122492e-02
2.930000000000000160e+00,1.941438553949999799e-21,1.795036963414633688e-02
2.935000000000000053e+00,1.944751589024999890e-21,1.809393768292683058e-02
2.939999999999999947e+00,1.948064624099999982e-21,1.823823914634147350e-02
2.944999999999999840e+00,1.951377659174999697e-21,1.838312662576686851e-02
2.950000000000000178e+00,1.954690694250000165e-21,1.852760756097561468e-02
2.955000000000000071e+00,1.958003729324999880e-21,1.867227121951220772e-02
2.959999999999999964e+00,1.961316764399999971e-21,1.881762146341463618e-02
2.964999999999999858e+00,1.964629799474999687e-21,1.896314512195121024e-02
2.970000000000000195e+00,1.967942834550000154e-21,1.910841171779142575e-02
2.975000000000000089e+00,1.971255869624999869e-21,1.925216560975610142e-02
2.979999999999999982e+00,1.974568904699999961e-21,1.939655835365854467e-02
2.984999999999999876e+00,1.977881939774999676e-21,1.954323719512193747e-02
2.990000000000000213e+00,1.981194974850000144e-21,1.970008987804880429e-02
